Age ,Gender ,Education ,Employment status ,Marital status,Student status ,Accommodation,Financial source,Means of transportation,Year of study,Food didn't last and I didn't have enough money to get more,Couldn't afford to eat balanced meals,Skip meals ,Eat less,Hungry  in the last 12 months,Hunger affects effectiveness,Missed classes because of food,Spend money on transportation to and from school,Spend money on clothing including latest fashion,Spend money on study materials including textbooks,Spend money on entertainment,Save money for unforeseen circumstances,Engage in business activities to buy food support for yourself,Share accommodation to reduce cost,Borrow money to support yourself,Attend functions with the intention of getting free food,Food affects your class attendance,Food affects your attention span in class,Food affects your comprehension of lectures,Impact of food on  completion of your study,Food insecurity and GPA/CGPA
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 3,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
31 - 40,Male,"Post-graduate (PGD, MSc, Ph.D)",Employed,Married,Full time,Off Campus,Self sponsor,Private,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,No,[ 1 ] Strongly agree,[ 2 ] Agree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,NCE,Employed,Married,Part time,On Campus,Self sponsor,Public,Year 5,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 4 ] Disagree,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
16 - 21,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 3,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
31 - 40,Female,"Post-graduate (PGD, MSc, Ph.D)",Self employed,Married,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Private,Year 1,Often true (1),[ 3 ] Never true,Yes,No,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 1,Often true (1),[ 2 ] Sometimes true,Yes,Yes,No,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
31 - 40,Female,HND/BSc,Self employed,Married,Part time,Off Campus,Self sponsor,Public,Year 5,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Self sponsor,Public,Year 3,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,No,[ 2 ] Agree,[ 4 ] Disagree,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
31 - 40,Female,HND/BSc,Employed,Married,Part time,Off Campus,Self sponsor,Public,Year 5,Often true (1),[ 2 ] Sometimes true,Yes,No,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Employed,Married,Part time,Off Campus,Self sponsor,Public,Year 5,Sometimes true (2),[ 3 ] Never true,No,No,No,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Never true (3),[ 3 ] Never true,No,No,No,[ 2 ] Agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
31 - 40,Male,HND/BSc,Employed,Married,Part time,Off Campus,Self sponsor,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,No,No,No,[ 2 ] Agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 2,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
31 - 40,Female,HND/BSc,Self employed,Married,Part time,Off Campus,Self sponsor,Private,Year 5,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 3,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
31 - 40,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Self sponsor,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
21 - 30,Female,National diploma,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 2,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,On Campus,Family and relatives ,Public,Year 3,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Self sponsor,Public,Year 2,Often true (1),[ 2 ] Sometimes true,Yes,Yes,No,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 4,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
41 - 50,Female,HND/BSc,Self employed,Married,Part time,Off Campus,Spouse,Public,Year 5,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Self sponsor,Public,Year 2,Sometimes true (2),[ 3 ] Never true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
31 - 40,Female,HND/BSc,Self employed,Single,Part time,On Campus,Self sponsor,Public,Year 5,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true
31 - 40,Male,HND/BSc,Employed,Married,Part time,Off Campus,Self sponsor,Public,Year 5,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
31 - 40,Female,HND/BSc,Employed,Married,Part time,Off Campus,Self sponsor,Public,Year 5,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 2 ] Agree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Guardian,Public,Year 1,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 1,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
16 - 21,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 3,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 2 ] Agree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 3,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,National diploma,Employed,Single,Part time,Off Campus,Self sponsor,Public,Year 5,Often true (1),[ 2 ] Sometimes true,No,No,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Employed,Engaged,Part time,Off Campus,Self sponsor,Public,Year 5,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true
16 - 21,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 2,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Unemployed,Engaged,Full time,Off Campus,Parent,Public,Year 1,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,On Campus,Self sponsor,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true
21 - 30,Female,National diploma,Unemployed,Single,Full time,Off Campus,Self sponsor,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Self employed,Married,Full time,Off Campus,husband ,Public,Year 3,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Siblings ,Public,Year 1,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 2,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Self sponsor,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
41 - 50,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Self sponsor,Public,Year 4,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Self sponsor,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Self sponsor,Public,Year 1,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 4,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 2 ] Agree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
